age,overall,pace,shooting,passing,dribbling,defending,physicality,height_cm,weight_kg,international_reputation,weak_foot,skill_moves,wage_eur,release_clause_eur,value_eur,player_positions
36,73,49,64,52,78,81,42,193,82,1,5,3,79732,11000386,13079269,Goalkeeper
18,53,54,85,71,94,49,51,189,74,2,4,2,36899,2407012,10097201,Goalkeeper
16,77,95,51,20,26,37,49,195,72,3,1,5,98794,3952394,15504059,Goalkeeper
35,64,38,64,53,85,45,34,165,90,3,4,2,87726,9068227,13813343,Attacker
36,50,82,28,38,34,65,61,191,73,4,4,3,55986,4692171,11856710,Goalkeeper
16,52,90,49,43,91,56,59,191,60,5,3,4,68863,3253437,14586928,Goalkeeper
18,63,67,57,23,66,80,55,168,86,4,4,4,64783,6075205,13697444,Defender
33,87,32,79,55,59,49,33,181,92,1,3,1,108350,16157900,14607487,Attacker
25,50,84,20,96,61,68,96,169,94,2,1,4,66877,2559914,11336713,Defender
37,87,30,24,77,70,52,72,188,74,4,2,1,123374,7608159,18037336,Goalkeeper
18,87,74,82,51,54,75,59,170,64,2,3,3,119162,11276742,17177631,Defender
23,70,76,55,28,60,18,45,187,96,4,4,1,65296,8175278,14440405,Goalkeeper
29,78,55,84,86,76,15,68,161,63,2,4,1,64123,2068052,12923147,Midfielder
33,54,43,97,39,57,74,70,180,79,4,1,1,70480,8311791,12582158,Defender
30,59,83,92,93,91,12,60,190,98,3,3,2,66890,3129517,12814660,Goalkeeper
37,77,75,43,81,27,83,78,176,81,1,1,1,105274,13652094,14517771,Defender
17,70,60,23,77,93,46,42,186,83,4,3,5,74518,8425088,15190869,Goalkeeper
25,56,88,97,41,82,42,70,189,70,3,2,3,52522,4452886,12272521,Goalkeeper
17,52,58,87,86,23,18,57,167,65,5,5,2,53483,6877378,12571731,Midfielder
32,94,46,44,94,67,62,93,196,86,4,1,5,90742,10704456,17350752,Goalkeeper
23,69,43,93,67,71,86,48,164,69,2,4,3,68608,8308571,12990586,Defender
16,68,65,26,27,57,60,54,185,98,1,1,2,74678,4839795,11923877,Goalkeeper
24,84,87,32,92,24,80,67,165,69,3,3,3,95039,9915443,16371284,Defender
26,53,53,87,34,89,35,32,175,85,3,1,4,38265,1795880,11318408,Attacker
37,54,92,62,51,43,25,31,160,96,1,2,3,54853,7048791,9362279,Attacker
31,50,54,76,72,96,49,34,168,92,4,3,4,61294,5713155,12654826,Attacker
22,53,88,55,86,36,60,90,180,67,2,4,4,76870,9915156,12415349,Defender
25,61,61,33,23,97,48,49,166,87,5,4,3,64004,3541906,14041177,Defender
18,76,47,91,49,45,64,67,174,95,4,3,4,82963,3786512,15912166,Defender
33,91,66,46,32,22,45,65,183,99,1,2,2,101237,11407005,14344166,Goalkeeper
28,72,55,56,40,21,74,75,164,84,4,1,4,84869,3140806,15220363,Defender
22,74,38,90,60,21,94,66,197,95,4,5,1,74649,4425066,14386536,Goalkeeper
19,70,93,95,38,41,86,83,188,72,1,4,2,94774,13177911,13407682,Goalkeeper
28,73,49,44,67,90,54,50,170,66,1,2,2,66001,3031489,11922508,Defender
35,74,83,86,82,23,18,50,163,60,5,2,2,79902,5997979,15795570,Midfielder
16,94,59,23,39,57,46,89,169,68,1,2,1,124815,17907201,16740530,Defender
23,81,82,98,83,89,10,65,193,87,1,1,1,69766,2260445,13705568,Goalkeeper
29,81,92,93,56,92,75,40,163,95,1,2,1,83569,6972814,13944515,Attacker
31,54,40,35,50,71,72,60,169,89,3,2,1,58081,7223830,11304027,Defender
29,85,60,38,93,50,52,66,192,68,1,3,1,84289,11722715,13609350,Goalkeeper
27,91,78,48,37,45,37,89,177,89,1,3,5,116980,13835134,16602010,Defender
34,91,48,70,39,55,40,90,171,94,1,2,5,92254,12602542,14367264,Defender
30,88,41,37,30,45,78,96,182,86,5,2,1,80069,2732289,16326617,Defender
17,65,44,77,63,47,17,58,184,88,4,3,2,67602,2838279,14369043,Goalkeeper
17,82,60,63,83,24,43,96,196,64,1,1,4,116301,13784830,16139949,Goalkeeper
37,70,72,35,53,93,58,96,163,60,1,3,4,85477,10291378,12939301,Defender
34,58,66,84,84,37,67,45,172,64,5,3,5,83132,8532051,15259353,Defender
37,55,58,21,74,34,84,74,177,88,4,3,1,76974,9054696,12535716,Defender
37,94,55,75,93,76,56,63,188,76,5,3,3,110567,14701693,19521192,Goalkeeper
32,84,31,98,20,24,34,73,189,96,2,5,4,83083,7930928,14349146,Goalkeeper
35,88,44,47,57,56,12,71,197,83,2,4,4,108569,15599077,16630381,Goalkeeper
25,71,33,84,28,41,54,64,187,86,2,1,2,55453,6283297,11472636,Goalkeeper
21,90,79,24,90,71,61,59,166,68,1,1,4,117427,10173622,16851301,Defender
30,54,67,41,36,34,43,82,183,97,5,2,5,35401,2852689,11672073,Goalkeeper
37,91,52,32,71,36,78,87,169,72,1,5,1,99813,11979557,15030933,Defender
26,72,88,84,37,70,17,57,196,85,2,2,1,99436,10506040,14851496,Goalkeeper
20,66,57,35,82,64,36,44,186,70,4,1,4,86498,11079805,15336320,Goalkeeper
16,61,95,83,52,82,89,67,180,83,4,1,3,42026,5199387,12749747,Defender
23,72,37,51,23,47,72,79,195,92,5,2,5,71950,6684466,15298950,Goalkeeper
36,65,58,70,94,78,91,42,188,65,4,4,4,43818,6287191,12474994,Goalkeeper
27,52,40,98,71,40,34,64,166,94,2,2,5,73638,8432351,11245019,Attacker
27,79,47,77,28,61,67,53,172,75,5,4,3,67515,3652612,15908855,Defender
20,71,84,65,83,88,57,94,182,72,5,4,5,96622,10069796,17587893,Defender
22,58,79,71,49,36,10,47,184,70,2,3,5,70180,3804988,11823357,Goalkeeper
19,78,43,82,27,87,17,87,172,82,2,1,5,107036,10389119,15900802,Attacker
21,86,38,95,24,26,30,55,196,61,2,3,1,79014,9860325,14781894,Goalkeeper
28,72,40,79,95,59,87,58,189,89,2,1,3,80102,10213056,13516627,Goalkeeper
35,62,92,84,82,59,38,73,185,78,5,3,1,63701,6886014,14279474,Goalkeeper
30,81,96,74,20,62,39,34,171,99,4,4,2,86992,10786724,16119778,Attacker
18,72,82,76,34,92,12,62,160,74,2,3,4,85744,7431284,14185116,Attacker
23,94,68,90,57,70,16,34,177,92,3,5,1,110530,10619578,18061454,Attacker
35,66,85,92,61,92,20,65,180,64,5,3,5,74855,10146807,16007115,Attacker
31,89,57,45,65,42,41,42,183,81,1,3,2,106209,9470622,15794586,Goalkeeper
28,70,68,31,72,51,68,54,176,86,4,3,3,81162,5852712,15397207,Defender
33,51,54,90,45,50,21,87,168,94,5,5,3,64549,8109878,13401618,Attacker
25,86,50,65,80,36,88,31,199,78,2,1,1,92880,3348959,15358288,Goalkeeper
34,55,39,66,86,77,47,65,187,98,3,3,5,66342,9619778,12076950,Goalkeeper
32,93,72,98,73,54,33,54,174,66,1,1,5,132205,9361148,17856318,Attacker
34,67,44,57,41,49,74,63,172,98,4,2,3,88229,9312918,15241739,Defender
20,79,77,40,45,83,27,41,187,93,2,4,5,72534,8142277,14618535,Goalkeeper
36,71,50,33,79,72,55,48,176,93,5,2,4,63447,2947073,14845100,Defender
24,82,89,21,58,70,65,66,168,86,5,5,1,117021,15065661,18830250,Defender
27,79,79,91,55,56,72,30,180,64,4,5,1,70670,6971846,14851006,Attacker
36,66,52,89,40,25,16,89,189,63,3,1,5,84112,5833287,14003494,Goalkeeper
16,92,42,52,60,53,75,96,170,66,2,1,3,125711,16604198,18389550,Defender
16,81,98,25,67,75,49,78,189,62,4,3,4,81056,8511661,16379572,Goalkeeper
30,91,33,56,45,44,63,75,195,80,4,2,4,93069,11567860,17424345,Goalkeeper
17,63,38,33,82,32,40,77,184,93,5,1,4,68204,10167659,14943275,Goalkeeper
37,59,64,56,96,82,61,97,166,68,4,1,2,52404,2391360,12364800,Defender
31,85,50,27,55,85,40,48,179,79,1,1,5,83832,10055780,14081616,Defender
23,83,87,96,43,24,43,69,194,99,1,4,4,109162,13199925,15971468,Goalkeeper
28,58,47,32,40,94,16,35,169,71,2,1,5,83098,11215135,12932473,Attacker
36,91,72,59,37,30,25,92,194,98,4,4,3,111192,8780593,18750195,Goalkeeper
16,77,35,77,34,97,31,64,160,87,5,5,3,105853,14222214,18302252,Attacker
31,60,96,37,98,63,62,90,173,92,2,3,3,61807,6600121,11999952,Defender
22,63,41,76,25,88,26,34,164,69,3,2,2,57877,2213949,12044786,Attacker
20,88,41,57,62,21,13,66,199,70,5,1,3,97391,3290063,18377281,Goalkeeper
37,68,95,51,50,59,70,40,197,66,3,4,5,65771,5773263,13279936,Goalkeeper
18,64,31,85,47,56,61,69,193,77,2,1,1,81124,10083700,12519561,Goalkeeper
27,77,44,96,27,68,44,94,183,78,1,1,1,75419,5739972,12556989,Goalkeeper
31,73,52,44,48,94,53,37,163,73,5,4,5,65332,8638187,15320997,Defender
34,57,58,77,40,55,24,40,186,76,5,1,1,35213,3135881,11900012,Goalkeeper
20,92,36,94,77,94,70,87,164,82,2,2,4,126731,4201717,18454174,Defender
37,58,57,52,79,92,53,77,172,78,5,5,1,50235,7376497,12379561,Defender
29,82,43,85,69,89,30,42,199,62,5,3,2,90988,8075495,17376340,Goalkeeper
20,82,73,49,50,53,86,89,180,93,2,1,3,111309,12023188,16396044,Defender
30,68,59,53,66,77,56,78,196,84,4,4,1,72647,3916741,14426375,Goalkeeper
32,52,61,88,53,56,84,96,191,90,2,2,1,56377,3702823,10561719,Goalkeeper
29,59,35,67,21,79,58,36,197,98,5,1,2,44404,3912620,12349888,Goalkeeper
35,89,56,59,86,31,62,54,190,73,2,5,2,102908,13660286,15734725,Goalkeeper
20,91,53,70,91,51,36,52,191,96,5,5,1,122173,5159916,19780290,Goalkeeper
27,50,63,32,71,23,40,80,174,79,3,4,4,35809,4427452,9508719,Defender
31,78,69,50,26,52,53,76,189,91,3,1,1,90525,9009237,14582184,Goalkeeper
31,83,76,58,95,62,41,34,166,92,1,1,4,70159,6311491,13383241,Midfielder
36,62,53,82,38,28,39,42,197,90,2,1,3,52805,7138736,11589635,Goalkeeper
22,50,94,67,34,70,27,71,190,66,2,5,5,43538,1923265,10398905,Goalkeeper
19,83,47,67,97,39,72,34,185,64,3,1,3,118627,17662433,17987620,Goalkeeper
16,78,73,80,67,58,25,52,195,63,3,1,1,92308,12235980,15937586,Goalkeeper
20,62,86,31,33,42,44,91,185,70,3,1,1,63724,4402591,12036734,Goalkeeper
25,78,57,97,22,60,71,30,161,78,1,1,4,94584,7962948,14188355,Attacker
37,88,52,75,69,63,18,83,168,97,1,4,2,100460,3315219,15312330,Attacker
20,73,63,37,73,54,71,32,164,79,4,5,4,61062,5697853,13953332,Defender
19,75,40,46,25,42,48,93,186,86,2,3,2,92366,8841859,14174790,Goalkeeper
17,66,64,47,68,77,60,80,171,88,1,4,2,87503,12354468,12605399,Defender
35,56,71,71,42,67,19,31,194,77,5,1,2,71186,5449365,13877002,Goalkeeper
25,62,57,35,97,77,61,78,188,96,2,3,2,43962,4329120,11262831,Goalkeeper
34,54,53,96,97,76,21,60,175,84,4,2,1,32323,3842366,11297691,Midfielder
16,75,37,77,39,58,81,32,178,79,3,3,5,103892,10703158,16443747,Defender
20,52,82,28,96,47,71,64,186,65,4,4,5,43617,2125930,12262000,Goalkeeper
28,56,33,45,79,83,12,65,177,95,2,5,3,36523,1848715,9868081,Midfielder
19,88,34,47,64,81,92,93,172,74,3,4,3,122190,5694144,18277702,Defender
31,50,78,96,80,81,20,61,189,77,4,5,3,41172,2310880,10989225,Goalkeeper
31,66,59,55,75,45,17,47,185,97,4,5,4,81814,5677856,14626398,Goalkeeper
17,92,92,28,21,70,32,63,165,84,2,5,3,99935,11868289,16561130,Defender
32,74,76,66,64,69,19,85,162,79,1,2,3,69497,2593009,12224256,Attacker
35,52,55,97,59,55,27,96,182,81,5,3,3,38893,4995937,11803176,Attacker
27,64,86,70,43,45,85,82,171,71,4,4,1,84886,5220106,14343580,Defender
33,78,66,95,48,52,48,96,174,99,5,4,3,88767,9197223,16524862,Defender
18,92,36,76,86,87,35,95,160,92,2,5,5,104450,10061898,16815168,Midfielder
16,81,69,51,87,92,20,93,167,88,2,2,1,82707,4009856,14943535,Midfielder
16,75,68,86,85,27,19,96,190,61,1,2,2,79145,5102926,12834190,Goalkeeper
34,65,91,76,73,85,12,68,170,85,3,1,4,80201,5254008,14250883,Attacker
26,74,82,73,72,42,71,67,176,91,5,2,1,83013,8704713,16225933,Defender
20,77,33,35,98,89,80,69,186,62,4,5,1,98969,12333522,16850739,Goalkeeper
27,58,54,81,68,74,70,48,190,89,3,5,5,48604,7268953,11605155,Goalkeeper
18,50,36,75,51,62,13,34,186,78,5,3,3,38912,1615146,11560987,Goalkeeper
16,78,57,42,80,40,70,98,173,69,5,5,2,99816,14237755,18199528,Defender
16,71,98,36,61,41,17,43,182,84,3,3,5,92356,8993916,15307478,Midfielder
23,65,96,57,20,28,22,78,164,78,3,2,5,54366,3958504,13036214,Defender
25,90,49,91,82,53,21,93,189,80,1,1,1,118660,7611917,16033993,Goalkeeper
26,93,40,49,54,78,44,86,193,65,4,4,2,133544,7356252,19648471,Goalkeeper
27,90,96,77,70,45,63,64,178,73,4,5,5,88599,8580720,16958419,Defender
28,56,36,97,90,20,60,34,190,67,4,2,4,41006,5885264,11481290,Goalkeeper
27,63,52,41,64,24,52,68,175,61,3,5,4,63728,3304851,12671030,Defender
29,78,90,36,96,60,75,53,186,77,1,3,5,81470,6708243,13218785,Goalkeeper
17,68,63,34,84,82,24,69,185,81,2,2,1,60462,3292867,12270627,Goalkeeper
34,68,48,67,33,41,58,79,198,89,1,4,4,51544,2632643,10378666,Goalkeeper
33,51,87,51,22,87,43,87,188,95,3,3,1,59699,8000204,10703298,Goalkeeper
18,90,38,96,43,67,48,30,198,87,1,2,3,120200,7384547,16818540,Goalkeeper
32,94,77,59,84,85,35,72,188,94,3,4,3,124978,7468262,19276797,Goalkeeper
23,64,70,76,67,35,78,68,190,61,5,3,1,63967,8902612,14678135,Goalkeeper
25,52,77,77,29,72,57,39,161,95,5,4,5,72337,5521109,13795283,Attacker
17,60,74,35,32,84,60,31,165,77,2,2,3,51630,1602905,11538469,Defender
34,79,54,47,92,98,13,92,168,68,5,3,3,97899,11409372,17963243,Midfielder
24,89,54,20,33,83,36,45,174,87,2,1,4,98620,9077126,16036473,Defender
22,67,48,60,29,87,51,66,179,67,4,5,5,92958,11424144,15385696,Defender
19,51,68,67,59,82,65,45,161,67,3,1,1,44544,4384704,10857796,Attacker
36,81,56,50,42,81,78,56,162,64,4,4,3,100807,7273433,16539968,Defender
33,57,92,55,74,90,27,92,189,72,4,2,5,34138,1296824,11752688,Goalkeeper
28,71,97,52,82,64,70,93,167,66,2,5,3,84533,11320016,13805441,Defender
26,55,48,52,90,71,13,61,199,80,3,2,4,34073,1868909,10186326,Goalkeeper
19,61,57,42,61,93,10,38,180,88,2,4,5,46367,6795629,11293484,Midfielder
36,89,62,79,85,84,59,40,198,96,1,2,2,95791,5699586,15822415,Goalkeeper
19,85,39,98,98,21,93,59,172,73,4,3,4,113561,14677108,18836260,Defender
25,64,59,49,92,68,79,44,199,96,3,3,1,69921,8715637,13067721,Goalkeeper
20,77,51,64,66,41,29,88,196,63,4,4,5,105184,8996351,17417187,Goalkeeper
24,94,32,58,71,48,29,77,191,81,1,2,3,127397,9963014,17230702,Goalkeeper
18,67,77,64,37,54,55,89,173,70,1,4,5,68653,7853296,12035539,Defender
32,51,31,97,98,95,36,97,160,93,3,5,1,30944,2890983,10180516,Midfielder
18,62,83,31,37,43,35,86,186,75,3,2,5,61438,6502289,12840018,Goalkeeper
31,94,35,51,43,49,41,93,183,68,1,3,3,96445,8335341,15318883,Goalkeeper
19,64,69,75,42,61,19,83,181,75,4,1,4,88760,8597165,15533971,Attacker
33,69,31,43,31,90,91,83,173,98,5,3,4,65260,3439071,14719169,Defender
32,78,31,32,42,69,21,88,167,75,4,2,3,69157,2534435,14346278,Defender
22,91,84,39,40,90,83,68,186,90,5,2,2,113296,8237848,19445610,Goalkeeper
20,78,89,98,83,79,33,44,162,90,2,2,2,80104,6881208,14661255,Attacker
27,52,35,75,91,49,60,57,192,72,3,2,4,45972,6377399,10944695,Goalkeeper
32,68,48,72,53,31,47,65,180,64,1,5,1,80389,6404812,11577779,Defender
28,52,56,87,21,68,55,83,191,98,2,1,5,62443,5124712,10900673,Goalkeeper
18,63,30,73,88,65,17,46,199,77,4,3,3,86251,9572116,14880573,Goalkeeper
24,89,62,53,50,62,64,51,191,79,5,5,1,90686,4970893,17544932,Goalkeeper
32,53,69,47,87,21,87,65,183,61,3,4,5,73708,9920857,11774948,Goalkeeper
32,60,61,69,89,94,40,58,170,99,5,2,4,44417,3611853,12769198,Midfielder
35,80,98,21,38,73,25,84,196,89,4,3,3,67637,9583786,15031534,Goalkeeper
31,92,46,45,91,54,29,71,180,69,4,4,1,133533,8352783,19782892,Midfielder
37,81,37,70,32,71,47,61,177,70,1,1,5,72180,6198175,12805612,Defender
28,76,86,66,84,52,24,43,170,88,2,3,4,79993,9869483,14265631,Midfielder
34,79,71,45,25,91,87,47,186,99,3,5,4,102228,9886594,16380414,Goalkeeper
32,92,38,94,90,70,85,67,197,75,1,4,5,111661,12210069,16685505,Goalkeeper
19,51,64,93,46,45,43,63,160,87,5,3,2,49339,3142082,13043921,Attacker
27,58,82,80,98,81,81,74,188,76,2,5,2,67319,4672955,11721382,Goalkeeper
24,77,83,42,71,80,28,61,180,97,3,2,5,72882,6625966,14687107,Midfielder
34,80,54,56,67,45,78,96,188,74,5,3,5,93000,5049675,16986487,Goalkeeper
27,83,96,60,98,56,72,92,168,90,3,2,5,82781,3738120,16326170,Defender
24,64,91,71,87,49,86,84,166,66,3,4,4,89870,11796002,14560794,Defender
22,74,84,68,63,30,41,72,197,89,2,4,3,89537,11011486,14474903,Goalkeeper
29,85,75,46,36,72,46,51,190,95,5,4,4,118750,16844311,19629204,Goalkeeper
35,57,53,25,57,60,75,97,186,85,1,2,4,41269,4142838,9507852,Goalkeeper
34,58,75,93,29,24,16,58,191,70,1,2,2,82009,6596134,10984860,Goalkeeper
30,86,51,85,73,85,57,69,164,65,1,5,5,114868,4866098,16606458,Attacker
31,94,40,43,25,32,20,74,192,88,3,3,4,108392,14313824,16847153,Goalkeeper
36,88,77,57,25,82,84,39,174,87,4,5,4,86264,7310969,16583944,Defender
20,81,37,47,71,44,40,74,164,74,2,2,5,81578,7940481,14475844,Defender
18,66,68,47,34,63,53,46,179,88,1,3,3,89939,6081926,13064501,Defender
27,84,64,85,87,33,54,31,197,65,2,4,2,109713,10188470,16674943,Goalkeeper
35,86,78,80,76,88,81,46,196,71,3,5,1,104717,12965040,17025269,Goalkeeper
36,68,75,65,75,78,65,67,176,75,2,5,4,94432,10904173,14320151,Defender
19,93,67,88,26,75,41,66,163,97,1,5,3,102507,15239789,16186371,Attacker
36,78,37,94,70,71,30,92,180,68,1,2,1,90172,8068399,13960283,Attacker
31,56,83,93,77,85,40,34,193,81,3,3,5,38868,3636644,10918249,Goalkeeper
22,77,66,62,83,87,10,54,199,92,3,4,1,105217,3822230,15976118,Goalkeeper
28,58,69,78,45,31,86,51,164,85,5,2,5,46573,3573357,12940369,Defender
36,77,63,21,77,94,20,92,163,99,3,4,3,72395,10182539,14363671,Midfielder
25,55,46,34,50,87,77,64,181,66,4,1,1,76006,5476775,13360333,Defender
22,78,62,56,85,62,45,84,173,91,4,1,2,86800,10583820,16652766,Defender
29,66,76,90,32,92,88,49,163,99,1,4,3,88082,12975529,13275791,Attacker
20,65,81,39,37,93,68,34,167,83,3,1,1,50786,2296636,11648888,Defender
18,72,38,54,94,25,76,68,162,98,4,3,4,75676,5303311,14836940,Defender
26,80,62,53,32,34,65,92,188,97,4,3,1,67217,5842831,14785228,Goalkeeper
26,52,89,50,43,61,60,61,185,96,5,2,1,44570,2606676,12278762,Goalkeeper
33,70,50,38,76,50,38,92,189,78,3,4,2,78165,2461600,14075348,Goalkeeper
30,75,87,87,48,72,94,69,171,64,5,2,3,75560,6515727,16584777,Defender
27,85,98,43,75,25,11,46,174,89,2,3,4,77004,7268711,14622425,Midfielder
24,91,39,58,73,52,15,61,161,84,5,3,3,124849,13115653,20317615,Midfielder
25,86,35,73,24,48,40,52,160,89,2,3,3,104435,13499875,15549685,Defender
27,71,42,58,54,40,63,89,187,84,2,5,4,58005,3501477,11839736,Goalkeeper
32,91,94,36,38,73,49,85,199,68,3,1,4,111923,4177450,17740653,Goalkeeper
21,61,49,38,74,75,26,38,194,86,2,2,2,55571,2266195,10857425,Goalkeeper
22,91,86,67,96,40,14,98,193,83,2,2,5,97676,8760476,16829233,Goalkeeper
29,62,75,54,88,74,11,91,163,99,5,3,2,78260,11008707,15168773,Midfielder
28,60,37,51,63,77,67,93,177,97,3,5,4,56188,8308255,12578933,Defender
23,65,39,66,97,83,21,51,171,74,3,2,1,47640,2601437,12113241,Midfielder
25,57,96,66,57,65,14,61,180,97,2,2,1,42835,2066192,10313341,Attacker
24,89,40,83,81,41,69,76,169,85,5,5,3,86222,6243905,18159207,Defender
33,89,41,65,41,79,50,31,180,89,5,3,3,86093,7375308,17345762,Attacker
17,94,39,54,92,30,29,81,199,70,5,5,5,130932,16624152,20472514,Goalkeeper
20,51,54,36,59,66,81,43,184,88,5,1,5,54516,6702895,13354353,Goalkeeper
20,79,78,61,45,50,10,66,176,74,1,2,5,106180,14941642,15400918,Attacker
21,79,78,48,24,96,65,56,165,68,2,1,5,83372,11086148,14827147,Defender
34,61,40,89,73,37,79,53,173,88,2,2,1,58758,4856648,10833011,Defender
23,59,91,36,68,41,65,93,196,74,2,1,4,40461,1306191,10133728,Goalkeeper
31,93,65,33,22,75,63,55,199,76,3,2,5,90446,5281209,16718289,Goalkeeper
28,60,68,43,57,36,20,83,199,75,3,3,2,75549,7797150,12923419,Goalkeeper
16,64,82,76,33,57,12,44,177,81,5,4,5,71131,6414545,15560204,Attacker
37,65,85,69,66,44,37,58,189,99,3,5,1,79224,4659894,13084116,Goalkeeper
35,66,30,76,33,51,14,57,168,70,4,2,3,81925,3751502,14794835,Attacker
32,75,85,80,94,34,25,88,173,97,2,5,2,99183,5546457,14795559,Midfielder
22,51,33,58,92,32,40,50,176,84,2,2,5,55002,3364438,10510173,Defender
28,61,59,74,57,77,37,39,193,89,1,4,1,63686,8538692,10600072,Goalkeeper
19,75,41,55,83,69,16,33,181,61,1,3,3,57909,6672937,12030239,Midfielder
19,72,64,56,63,30,18,91,191,60,4,3,5,60645,5838894,14800633,Goalkeeper
21,67,81,33,89,32,48,33,171,97,1,5,1,46650,1516727,10489280,Midfielder
34,81,60,46,84,69,52,35,175,96,5,4,1,97383,12517957,17352260,Midfielder
27,87,97,50,44,57,36,45,181,68,5,5,4,117981,11361055,19124832,Defender
37,52,81,92,35,20,85,67,197,64,2,3,1,61766,6502777,10270819,Goalkeeper
22,87,36,63,34,58,42,78,198,83,5,1,5,104757,3967943,18633100,Goalkeeper
25,52,51,87,22,46,65,90,161,86,1,5,1,70758,9041599,10451983,Defender
34,79,85,67,86,55,11,94,167,89,4,2,2,102018,13246361,16814943,Midfielder
22,50,87,76,56,51,23,79,160,74,5,3,1,30408,4135519,11048259,Attacker
18,79,93,94,74,60,22,46,199,68,2,2,1,65265,6093841,13470895,Goalkeeper
28,94,41,41,57,34,33,57,164,96,2,4,2,117145,9053591,17108673,Defender
28,81,36,23,82,50,78,73,195,89,1,3,5,83348,3231031,13537733,Goalkeeper
33,77,84,91,20,25,43,41,176,74,5,3,3,65911,3510829,15185550,Attacker
35,70,91,65,90,71,28,32,189,79,1,5,4,85040,4853085,12795753,Goalkeeper
23,62,84,78,38,41,39,78,174,84,2,5,3,86850,3258854,13424706,Defender
24,76,65,53,71,50,58,50,179,68,4,2,5,96418,4678685,16416194,Defender
22,85,53,30,49,92,52,37,195,81,5,5,5,100264,13677656,18869110,Goalkeeper
16,56,73,50,74,65,25,93,161,72,4,1,2,35522,3390514,11834455,Midfielder
18,71,46,30,33,86,61,88,163,96,5,3,3,71674,8725517,15178822,Defender
28,59,31,75,32,62,58,59,183,87,2,4,1,75095,4731199,12377361,Goalkeeper
32,88,42,57,46,20,20,61,161,73,5,3,2,86835,4007589,17396179,Defender
16,64,60,40,28,63,87,49,161,89,2,2,2,42568,3183680,10792000,Defender
21,64,57,29,60,76,56,45,160,98,3,5,4,69216,8662951,13029630,Defender
36,53,89,45,67,28,88,54,172,64,2,3,2,37166,2441053,8417424,Defender
21,81,56,27,31,24,44,89,165,71,2,5,3,100518,5482672,15269811,Defender
27,72,44,27,29,98,80,74,181,94,5,2,5,65193,2131006,15296498,Defender
28,55,62,79,25,28,38,38,176,60,4,5,4,58004,6083537,12624070,Attacker
28,73,49,91,53,64,63,80,181,60,2,4,1,59164,4869115,11635572,Defender
30,69,71,53,71,96,32,90,165,79,5,2,3,53606,3272689,14650297,Midfielder
36,86,41,35,60,43,33,69,162,93,2,3,1,96267,8892230,15412321,Defender
31,69,52,32,25,93,19,90,165,93,1,3,2,95075,10845669,13354064,Defender
37,61,43,95,21,61,70,96,176,83,1,4,3,46383,2768880,9276119,Defender
36,82,54,41,34,41,17,44,194,87,1,1,4,107243,11051656,14849462,Goalkeeper
26,77,60,46,36,79,57,82,196,70,1,5,4,65486,4008944,12095277,Goalkeeper
20,57,83,83,35,56,85,33,194,67,4,3,1,41407,6144769,11338189,Goalkeeper
19,50,34,21,47,58,38,52,182,94,2,4,5,74379,8768304,11236092,Defender
18,86,42,45,91,93,35,56,167,75,1,5,4,75698,7745341,14168187,Midfielder
34,71,57,88,29,93,46,66,166,75,5,2,1,65593,3324233,14646015,Attacker
35,55,72,49,29,72,61,72,169,65,1,4,5,55121,5532344,9948308,Defender
33,70,76,27,29,47,47,66,185,79,3,2,3,60892,7675724,12968977,Goalkeeper
30,81,67,57,92,96,15,58,169,70,3,2,4,103101,12212610,16826509,Midfielder
24,84,96,80,47,34,17,58,178,67,4,2,4,72217,8908907,15775314,Attacker
32,64,91,84,43,79,26,78,182,79,3,5,1,65656,4473534,12805220,Attacker
29,54,68,86,38,79,85,80,190,91,5,1,4,49270,3418925,13398969,Goalkeeper
30,55,66,65,87,25,71,79,192,92,1,2,1,40551,3838804,9063661,Goalkeeper
16,74,37,91,75,71,87,57,161,65,3,3,4,78332,4969300,14156474,Defender
36,89,81,62,86,31,43,34,187,87,3,5,1,110545,4815514,17099120,Goalkeeper
37,78,62,78,61,38,28,85,191,67,4,5,4,86261,7361050,15944530,Goalkeeper
37,56,71,65,31,94,79,93,192,73,3,2,3,34524,1043691,11060766,Goalkeeper
18,89,56,91,37,21,91,46,168,62,1,3,3,121316,14714538,16564871,Defender
31,62,37,54,42,74,46,84,188,61,2,4,1,84455,10131427,12527475,Goalkeeper
26,87,52,58,25,34,47,38,174,81,1,5,3,116260,11187688,15814446,Defender
27,67,93,70,72,83,24,97,177,92,3,2,1,50521,6048085,12334401,Midfielder
25,51,49,23,61,88,49,45,177,80,3,2,1,63007,6612168,11594241,Defender
31,57,45,96,85,34,18,45,166,65,3,1,2,54388,6183623,11487471,Attacker
